GeneSymbol	infected_vs_uninfected	infected_vs_uninfected_6mice
Agap2	n.s.	n.s.
Agap3	n.s.	n.s.
Agbl1	n.s.	n.s.
Agbl2	n.s.	n.s.
Agbl3	n.s.	n.s.
Agbl5	n.s.	n.s.
Agfg1	n.s.	n.s.
Agfg2	n.s.	n.s.
Aggf1	n.s.	n.s.
Agk	n.s.	n.s.
Agl	n.s.	n.s.
Agmo	n.s.	n.s.
Ago1	n.s.	n.s.
Ago2	n.s.	n.s.
Ago3	n.s.	n.s.
Ago4	n.s.	n.s.
Agpat1	n.s.	n.s.
Agpat2	n.s.	n.s.
Agpat3	n.s.	n.s.
Agpat4	n.s.	n.s.
Agpat5	n.s.	n.s.
Agps	n.s.	n.s.
Agr2	n.s.	n.s.
Agrn	n.s.	n.s.
Agt	n.s.	n.s.
Agtpbp1,A230056J06Rik	n.s.	n.s.
Agtr1a	n.s.	n.s.
Agtr1b	n.s.	n.s.
Agtrap	n.s.	n.s.
Ahctf1	n.s.	n.s.
Ahcy	n.s.	n.s.
Ahcyl1	n.s.	n.s.
Ahcyl2	n.s.	n.s.
Ahdc1	n.s.	n.s.
Ahi1	n.s.	n.s.
Ahnak	n.s.	n.s.
Ahr	n.s.	n.s.
Ahrr	n.s.	n.s.
Ahsa1	n.s.	n.s.
Ahsa2	n.s.	n.s.
Ahsg	n.s.	n.s.
AI182371	n.s.	n.s.
AI314180	n.s.	n.s.
AI413582	n.s.	n.s.
AI427809	n.s.	n.s.
AI429214	n.s.	n.s.
AI464131	n.s.	n.s.
AI467606	n.s.	n.s.
AI481877	n.s.	n.s.
AI593442	n.s.	n.s.
AI597479	n.s.	n.s.
AI661453	n.s.	n.s.
AI662270	n.s.	n.s.
AI837181	n.s.	n.s.
AI846148	n.s.	n.s.
AI854703	n.s.	n.s.
AI987944	n.s.	n.s.
Aida	n.s.	n.s.
Aif1	n.s.	n.s.
Aif1l	n.s.	n.s.
Aifm1	n.s.	n.s.
Aifm2	n.s.	n.s.
Aifm3	n.s.	n.s.
Aig1	n.s.	n.s.
Aim2	n.s.	n.s.
Aimp1	n.s.	n.s.
Aimp2	n.s.	n.s.
Aip	n.s.	n.s.
Airn	n.s.	n.s.
Ajap1	n.s.	n.s.
Ajuba	n.s.	n.s.
Ak1	n.s.	n.s.
Ak2	n.s.	n.s.
Ak3	n.s.	n.s.
Ak4	n.s.	n.s.
Ak5	n.s.	n.s.
Akap1	n.s.	n.s.
Akap10	n.s.	n.s.
Akap11	n.s.	n.s.
Akap12	n.s.	n.s.
Akap13	n.s.	n.s.
Akap14	n.s.	n.s.
Akap17b	n.s.	n.s.
Akap2	n.s.	n.s.
Akap5	n.s.	n.s.
Akap6	n.s.	n.s.
Akap7	n.s.	n.s.
Akap8	n.s.	n.s.
Akap8l	n.s.	n.s.
Akap9	n.s.	n.s.
Akip1	n.s.	n.s.
Akirin1	n.s.	n.s.
Akirin2	n.s.	n.s.
Akna	n.s.	n.s.
Akr1a1	n.s.	n.s.
Akr1b10	n.s.	n.s.
Akr1b3	n.s.	n.s.
Akr1b8	n.s.	n.s.
Akr1c12	n.s.	n.s.
Akr1c13	n.s.	n.s.
Akr1c14	n.s.	n.s.
Akr1c19	n.s.	n.s.
Akr1e1	n.s.	n.s.
Akr7a5	n.s.	n.s.
Akt1	n.s.	n.s.
Akt1s1	n.s.	n.s.
Akt2	n.s.	n.s.
Akt3	n.s.	n.s.
Aktip	n.s.	n.s.
Alad	n.s.	n.s.
Alas1	n.s.	n.s.
Alas2	n.s.	n.s.
Alb	n.s.	n.s.
Alcam	n.s.	n.s.
Aldh16a1	n.s.	n.s.
Aldh18a1	n.s.	n.s.
Aldh1a1,E030003E18Rik	n.s.	n.s.
Aldh1a2	n.s.	n.s.
Aldh1a3	n.s.	n.s.
Aldh1b1	n.s.	n.s.
Aldh1l1	n.s.	n.s.
Aldh1l2	n.s.	n.s.
Aldh2	n.s.	n.s.
Aldh3a1	n.s.	n.s.
Aldh3a2	n.s.	n.s.
Aldh3b1	n.s.	n.s.
Aldh4a1	n.s.	n.s.
Aldh5a1	n.s.	n.s.
Aldh6a1	n.s.	n.s.
Aldh7a1	n.s.	n.s.
Aldh9a1	n.s.	n.s.
Aldoa	n.s.	n.s.
Aldoart1	n.s.	n.s.
Aldoc	n.s.	n.s.
Alg1	n.s.	n.s.
Alg10b	n.s.	n.s.
Alg11	n.s.	n.s.
Alg12	n.s.	n.s.
Alg13	n.s.	n.s.
Alg14	n.s.	n.s.
Alg2	n.s.	n.s.
Alg3	n.s.	n.s.
Alg5	n.s.	n.s.
Alg6	n.s.	n.s.
Alg8	n.s.	n.s.
Alg9	n.s.	n.s.
Alkal2	n.s.	n.s.
Alkbh1,Nrp	n.s.	n.s.
Alkbh2	n.s.	n.s.
Alkbh3	n.s.	n.s.
Alkbh4	n.s.	n.s.
Alkbh5	n.s.	n.s.
Alkbh6	n.s.	n.s.
Alkbh7	n.s.	n.s.
Alkbh8	n.s.	n.s.
Alms1	n.s.	n.s.
Alox12	n.s.	n.s.
Alox15	n.s.	n.s.
Alox5	n.s.	n.s.
Alox5ap	n.s.	n.s.
Alox8	n.s.	n.s.
Alpi	n.s.	n.s.
Alpk1	n.s.	n.s.
Alpk3	n.s.	n.s.
Alpl	n.s.	n.s.
Als2	n.s.	n.s.
Als2cl	n.s.	n.s.
Als2cr12	n.s.	n.s.
Alyref	n.s.	n.s.
Amacr	n.s.	n.s.
Ambra1	n.s.	n.s.
Amd1	n.s.	n.s.
Amd2	n.s.	n.s.
Amdhd2	n.s.	n.s.
Amer1	n.s.	n.s.
Amfr	n.s.	n.s.
Amigo1	n.s.	n.s.
Amigo2	n.s.	n.s.
Amigo3	n.s.	n.s.
Ammecr1	n.s.	n.s.
Ammecr1l	n.s.	n.s.
Amn1	n.s.	n.s.
Amot	n.s.	n.s.
Amotl1	n.s.	n.s.
Amotl2	n.s.	n.s.
Ampd2	n.s.	n.s.
Ampd3	n.s.	n.s.
Amph	n.s.	n.s.
Amt	n.s.	n.s.
Amz1	n.s.	n.s.
Amz2	n.s.	n.s.
Anapc1	n.s.	n.s.
Anapc10	n.s.	n.s.
Anapc11	n.s.	n.s.
Anapc13	n.s.	n.s.
Anapc15	n.s.	n.s.
Anapc16	n.s.	n.s.
Anapc2	n.s.	n.s.
Anapc4	n.s.	n.s.
Anapc5	n.s.	n.s.
Anapc7	n.s.	n.s.
Ang	n.s.	n.s.
Angel1	n.s.	n.s.
Angel2	n.s.	n.s.
Angpt1	n.s.	n.s.
Angpt2	n.s.	n.s.
Angptl1	n.s.	n.s.
Angptl2	n.s.	n.s.
Angptl3	n.s.	n.s.
Angptl4	n.s.	n.s.
Angptl6	n.s.	n.s.
Angptl7	n.s.	n.s.
Angptl8	n.s.	n.s.
Ank	n.s.	n.s.
Ank1	n.s.	n.s.
Ank2	n.s.	n.s.
Ank3	n.s.	n.s.
Ankdd1b	n.s.	n.s.
Ankef1	n.s.	n.s.
Ankfy1	n.s.	n.s.
Ankhd1	n.s.	n.s.
Ankib1	n.s.	n.s.
Ankle1	n.s.	n.s.
Ankle2	n.s.	n.s.
Ankmy2	n.s.	n.s.
Ankra2	n.s.	n.s.
Ankrd1	n.s.	n.s.
Ankrd10	n.s.	n.s.
Ankrd11	n.s.	n.s.
Ankrd12	n.s.	n.s.
Ankrd13a	n.s.	n.s.
Ankrd13b	n.s.	n.s.
Ankrd13c	n.s.	n.s.
Ankrd13d	n.s.	n.s.
Ankrd16	n.s.	n.s.
Ankrd17	n.s.	n.s.
Ankrd23	n.s.	n.s.
Ankrd24	n.s.	n.s.
Ankrd26	n.s.	n.s.
Ankrd27	n.s.	n.s.
Ankrd28	n.s.	n.s.
Ankrd29	n.s.	n.s.
Ankrd33b	n.s.	n.s.
Ankrd34a	n.s.	n.s.
Ankrd35	n.s.	n.s.
Ankrd37	n.s.	n.s.
Ankrd39	n.s.	n.s.
Ankrd40	n.s.	n.s.
Ankrd42	n.s.	n.s.
Ankrd44	n.s.	n.s.
Ankrd46	n.s.	n.s.
Ankrd49	n.s.	n.s.
Ankrd50	n.s.	n.s.
Ankrd52	n.s.	n.s.
Ankrd53	n.s.	n.s.
Ankrd54	n.s.	n.s.
Ankrd6	n.s.	n.s.
Ankrd63	n.s.	n.s.
Ankrd66	n.s.	n.s.
Ankrd9	n.s.	n.s.
Anks1	n.s.	n.s.
Anks1b	Down	n.s.
Anks3	n.s.	n.s.
Anks6	n.s.	n.s.
Ankzf1	n.s.	n.s.
Anln	n.s.	n.s.
Ano1	n.s.	n.s.
Ano10	n.s.	n.s.
Ano2	n.s.	n.s.
Ano4	n.s.	n.s.
Ano5	n.s.	n.s.
Ano6	n.s.	n.s.
Ano7	n.s.	n.s.
Ano8	n.s.	n.s.
Ano9	n.s.	n.s.
Anp32a	n.s.	n.s.
Anp32b	n.s.	n.s.
Anp32e	n.s.	n.s.
Anpep	n.s.	n.s.
Antxr1	n.s.	n.s.
Antxr2	n.s.	n.s.
Antxrl	n.s.	n.s.
Anxa1	n.s.	n.s.
Anxa10	n.s.	n.s.
Anxa11	n.s.	n.s.
Anxa2	n.s.	n.s.
Anxa3	n.s.	n.s.
Anxa4	n.s.	n.s.
Anxa5	n.s.	n.s.
Anxa6	n.s.	n.s.
Anxa7	n.s.	n.s.
Anxa8	n.s.	n.s.
Anxa9	n.s.	n.s.
Aoah	n.s.	n.s.
Aoc1	n.s.	n.s.
Aoc3	n.s.	n.s.
Aox1	n.s.	n.s.
Aox2	n.s.	n.s.
Aox3	n.s.	n.s.
Ap1ar	n.s.	n.s.
Ap1b1	n.s.	n.s.
Ap1g1	n.s.	n.s.
Ap1g2	n.s.	n.s.
Ap1m1	n.s.	n.s.
Ap1m2	n.s.	n.s.
Ap1s1	n.s.	n.s.
Ap1s2	n.s.	n.s.
Ap1s3	n.s.	n.s.
Ap2a1	n.s.	n.s.
Ap2a2	n.s.	n.s.
Ap2b1	n.s.	n.s.
Ap2m1	n.s.	n.s.
Ap2s1	n.s.	n.s.
Ap3b1	n.s.	n.s.
Ap3d1	n.s.	n.s.
Ap3m1	n.s.	n.s.
Ap3m2	n.s.	n.s.
Ap3s1	n.s.	n.s.
Ap3s2	n.s.	n.s.
Ap4b1	n.s.	n.s.
Ap4e1	n.s.	n.s.
Ap4m1	n.s.	n.s.
Ap4s1	n.s.	n.s.
Ap5b1	n.s.	n.s.
Ap5m1	Down	Down
Ap5s1	n.s.	n.s.
Ap5z1	n.s.	n.s.
Apaf1	n.s.	n.s.
Apba1	n.s.	n.s.
Apba3	n.s.	n.s.
Apbb1	n.s.	n.s.
Apbb1ip	n.s.	n.s.
Apbb2	n.s.	n.s.
Apc	n.s.	n.s.
Apc2	n.s.	n.s.
Apcdd1	n.s.	n.s.
Apeh	n.s.	n.s.
Apex1	n.s.	n.s.
Apex2	n.s.	n.s.
Aph1a	n.s.	n.s.
Aph1b	n.s.	n.s.
Aph1c	n.s.	n.s.
Api5	n.s.	n.s.
Apip	n.s.	n.s.
Aplf	n.s.	n.s.
Apln	n.s.	n.s.
Aplnr	n.s.	n.s.
Aplp1	n.s.	n.s.
Aplp2	n.s.	n.s.
Apmap	n.s.	n.s.
Apoa1	n.s.	n.s.
Apoa2	n.s.	n.s.
Apoa4	n.s.	n.s.
Apob	n.s.	n.s.
Apobec1	n.s.	n.s.
Apobec2	n.s.	n.s.
Apobec3	n.s.	n.s.
Apobec4	n.s.	n.s.
Apobr	n.s.	n.s.
Apod	n.s.	n.s.
Apoe	n.s.	n.s.
Apol10b	n.s.	n.s.
Apol6	n.s.	n.s.
Apol7b	n.s.	n.s.
Apol7c	n.s.	n.s.
Apol7d	n.s.	n.s.
Apol7e	n.s.	n.s.
Apol8	n.s.	n.s.
Apol9a	n.s.	n.s.
Apol9b	n.s.	n.s.
Apold1	n.s.	n.s.
Apoo	n.s.	n.s.
Apoo-ps	n.s.	n.s.
Apool	n.s.	n.s.
Apopt1	n.s.	n.s.
App	n.s.	n.s.
Appbp2	n.s.	n.s.
Appl1	n.s.	n.s.
Appl2	n.s.	n.s.
Aprt	n.s.	n.s.
Aptx	n.s.	n.s.
Aqp1	n.s.	n.s.
Aqp11	n.s.	n.s.
Aqp2	n.s.	n.s.
Aqp3	n.s.	n.s.
Aqp4	n.s.	n.s.
Aqp5	n.s.	n.s.
Aqp6	n.s.	n.s.
Aqp7	n.s.	n.s.
Aqp9	n.s.	n.s.
Aqr	n.s.	n.s.
Ar	n.s.	n.s.
Araf	n.s.	n.s.
Arap1	n.s.	n.s.
Arap2	n.s.	n.s.
Arap3	n.s.	n.s.
Arc	n.s.	n.s.
Arcn1	n.s.	n.s.
Areg	n.s.	n.s.
Arel1	n.s.	n.s.
Arf1	n.s.	n.s.
Arf2	n.s.	n.s.
Arf3	n.s.	n.s.
Arf4	n.s.	n.s.
Arf5	n.s.	n.s.
Arf6	n.s.	n.s.
Arfgap1	n.s.	n.s.
Arfgap2	n.s.	n.s.
Arfgap3	n.s.	n.s.
Arfgef1	n.s.	n.s.
Arfgef2	n.s.	n.s.
Arfgef3	n.s.	n.s.
Arfip1	n.s.	n.s.
Arfip2	n.s.	n.s.
Arfrp1	n.s.	n.s.
Arg2	n.s.	n.s.
Arglu1	n.s.	n.s.
Arhgap1	n.s.	n.s.
Arhgap10	n.s.	n.s.
Arhgap11a	n.s.	n.s.
Arhgap12	n.s.	n.s.
Arhgap15	n.s.	n.s.
Arhgap15os	n.s.	n.s.
Arhgap17	n.s.	n.s.
Arhgap18	n.s.	n.s.
Arhgap19	n.s.	n.s.
Arhgap20	n.s.	n.s.
Arhgap20os	n.s.	n.s.
Arhgap21	n.s.	n.s.
Arhgap22	n.s.	n.s.
Arhgap23	n.s.	n.s.
Arhgap24	n.s.	n.s.
Arhgap25	n.s.	n.s.
Arhgap26,Gm5820	n.s.	n.s.
Arhgap27	n.s.	n.s.
Arhgap28	n.s.	n.s.
Arhgap29	n.s.	n.s.
Arhgap31	n.s.	n.s.
Arhgap32	n.s.	n.s.
Arhgap33	n.s.	n.s.
Arhgap35	n.s.	n.s.
Arhgap39	n.s.	n.s.
Arhgap4	n.s.	n.s.
Arhgap42	n.s.	n.s.
Arhgap44	n.s.	n.s.
Arhgap45	n.s.	n.s.
Arhgap5	n.s.	n.s.
Arhgap6	n.s.	n.s.
Arhgap8	n.s.	n.s.
Arhgap9	n.s.	n.s.
Arhgdia	n.s.	n.s.
Arhgdib	n.s.	n.s.
Arhgdig	n.s.	n.s.
Arhgef1	n.s.	n.s.
Arhgef10	n.s.	n.s.
Arhgef10l	n.s.	n.s.
Arhgef11	n.s.	n.s.
Arhgef12	n.s.	n.s.
Arhgef15	n.s.	n.s.
Arhgef16	n.s.	n.s.
Arhgef17	n.s.	n.s.
Arhgef18	n.s.	n.s.
Arhgef19	n.s.	n.s.
Arhgef2	n.s.	n.s.
Arhgef25	n.s.	n.s.
Arhgef26	n.s.	n.s.
Arhgef28	n.s.	n.s.
Arhgef3	n.s.	n.s.
Arhgef33	n.s.	n.s.
Arhgef37	n.s.	n.s.
Arhgef38	n.s.	n.s.
Arhgef39	n.s.	n.s.
Arhgef4	n.s.	n.s.
Arhgef40	n.s.	n.s.
Arhgef5	n.s.	n.s.
Arhgef6	n.s.	n.s.
Arhgef7	n.s.	n.s.
Arhgef9	n.s.	n.s.
Arid1a	n.s.	n.s.
Arid1b	n.s.	n.s.
Arid2	n.s.	n.s.
Arid3a	n.s.	n.s.
Arid3b	n.s.	n.s.
Arid4a	n.s.	n.s.
Arid4b	n.s.	n.s.
Arid5a	n.s.	n.s.
Arid5b	n.s.	n.s.
Arih1	n.s.	n.s.
Arih2	n.s.	n.s.
Arl1	n.s.	n.s.
Arl10	n.s.	n.s.
Arl11	n.s.	n.s.
Arl13b	n.s.	n.s.
Arl14	n.s.	n.s.
Arl14ep	n.s.	n.s.
Arl15	n.s.	n.s.
Arl16	n.s.	n.s.
Arl2	n.s.	n.s.
Arl2bp	n.s.	n.s.
Arl3	n.s.	n.s.
Arl4a	n.s.	n.s.
Arl4c	n.s.	n.s.
Arl4d	n.s.	n.s.
Arl5a	n.s.	n.s.
Arl5b	n.s.	n.s.
Arl5c	n.s.	n.s.
Arl6	n.s.	n.s.
Arl6ip1	n.s.	n.s.
Arl6ip4	n.s.	n.s.
Arl6ip5	n.s.	n.s.
Arl6ip6	n.s.	n.s.
Arl8a	n.s.	n.s.
Arl8b	n.s.	n.s.
Armc1	n.s.	Up
Armc10	n.s.	n.s.
Armc2	n.s.	n.s.
Armc5	n.s.	n.s.
Armc6	n.s.	n.s.
Armc7	n.s.	n.s.
Armc8	n.s.	n.s.
Armc9	n.s.	n.s.
Armcx1	n.s.	n.s.
Armcx2	n.s.	n.s.
Armcx3	n.s.	n.s.
Armcx4	n.s.	n.s.
Armcx5	n.s.	n.s.
Armcx6	n.s.	n.s.
Armt1	n.s.	n.s.
Arnt	n.s.	n.s.
Arnt2	n.s.	n.s.
Arntl	n.s.	n.s.
Arntl2	n.s.	n.s.
Arpc1a	n.s.	n.s.
Arpc1b	n.s.	n.s.
Arpc2	n.s.	n.s.
Arpc3	n.s.	n.s.
Arpc4	n.s.	n.s.
Arpc5	n.s.	n.s.
Arpc5l	n.s.	n.s.
Arpin	n.s.	n.s.
Arpp19	n.s.	n.s.
Arrb1	n.s.	n.s.
Arrb2	n.s.	n.s.
Arrdc1	n.s.	n.s.
Arrdc2	n.s.	n.s.
Arrdc3	n.s.	n.s.
Arrdc4	n.s.	n.s.
Arsa	n.s.	n.s.
Arsb	n.s.	n.s.
Arsg	n.s.	n.s.
Arsi	n.s.	n.s.
Arsj	n.s.	n.s.
Arsk	n.s.	n.s.
Art2a-ps	n.s.	n.s.
Art3	n.s.	n.s.
Art4	n.s.	n.s.
Art5	n.s.	n.s.
Artn	n.s.	n.s.
Arv1	n.s.	n.s.
Arvcf	n.s.	n.s.
Arx	n.s.	n.s.
As3mt	n.s.	n.s.
Asah1	n.s.	n.s.
Asah2	n.s.	n.s.
Asap1	n.s.	n.s.
Asap2	n.s.	n.s.
Asap3	n.s.	n.s.
Asb1	n.s.	n.s.
Asb11	n.s.	n.s.
Asb13	n.s.	n.s.
Asb14	n.s.	n.s.
Asb16	n.s.	n.s.
Asb18	n.s.	n.s.
Asb2	n.s.	n.s.
Asb3	n.s.	n.s.
Asb5	n.s.	n.s.
Asb6	n.s.	n.s.
Asb7	n.s.	n.s.
Asb8	n.s.	n.s.
Ascc1	n.s.	n.s.
Ascc2	n.s.	n.s.
Ascc3	n.s.	n.s.
Ascl2	n.s.	n.s.
Asf1a,Gm3902	n.s.	n.s.
Asf1b	n.s.	n.s.
Ash1l	n.s.	n.s.
Ash2l	n.s.	n.s.
Asic1	n.s.	n.s.
Asic2	n.s.	n.s.
Asic4	n.s.	n.s.
Asl	n.s.	n.s.
Asna1	n.s.	n.s.
Asns	n.s.	n.s.
Asnsd1	n.s.	n.s.
Aspa	n.s.	n.s.
Aspg	n.s.	n.s.
Asph	n.s.	n.s.
Asphd2	n.s.	n.s.
Aspm	n.s.	n.s.
Aspn	n.s.	n.s.
Aspscr1	n.s.	n.s.
Asrgl1	n.s.	n.s.
Ass1	n.s.	n.s.
Aste1	n.s.	n.s.
Astn1	n.s.	Down
Astn2	n.s.	n.s.
Asxl1	n.s.	n.s.
Asxl2	n.s.	n.s.
Asxl3	n.s.	Down
Asz1	n.s.	n.s.
Atad1	n.s.	n.s.
Atad2	n.s.	n.s.
Atad2b	n.s.	n.s.
Atad3a	n.s.	n.s.
Atad3aos	n.s.	n.s.
Atad5	n.s.	n.s.
Atat1	n.s.	n.s.
Ate1	n.s.	n.s.
Atf1	n.s.	n.s.
Atf2	n.s.	n.s.
Atf3	n.s.	n.s.
Atf4	n.s.	n.s.
Atf5	n.s.	n.s.
Atf6	n.s.	n.s.
Atf6b	n.s.	n.s.
Atf7	n.s.	n.s.
Atf7ip	n.s.	n.s.
Atg10	n.s.	n.s.
Atg101	n.s.	n.s.
Atg12	n.s.	n.s.
Atg13	n.s.	n.s.
Atg14	n.s.	n.s.
Atg16l1	n.s.	n.s.
Atg16l2	n.s.	n.s.
Atg2a	n.s.	n.s.
Atg2b	n.s.	n.s.
Atg3	n.s.	n.s.
Atg4a	n.s.	n.s.
Atg4b	n.s.	n.s.
Atg4c	n.s.	n.s.
Atg4d	n.s.	n.s.
Atg5	n.s.	n.s.
Atg7	n.s.	n.s.
Atg9a	n.s.	n.s.
Atg9b	n.s.	n.s.
Atic	n.s.	n.s.
Atl1	n.s.	n.s.
Atl2	n.s.	n.s.
Atl3	n.s.	n.s.
Atm	n.s.	n.s.
Atmin	n.s.	n.s.
Atn1	n.s.	n.s.
Atoh8	n.s.	n.s.
Atox1	n.s.	n.s.
Atp10a	n.s.	n.s.
Atp10b	n.s.	n.s.
Atp10d	n.s.	n.s.
Atp11a	n.s.	n.s.
Atp11b	n.s.	n.s.
Atp11c	n.s.	n.s.
Atp13a1	n.s.	n.s.
Atp13a2	n.s.	n.s.
Atp13a3	n.s.	n.s.
Atp13a4	n.s.	n.s.
Atp13a5	n.s.	n.s.
Atp1a1	n.s.	n.s.
Atp1a2	n.s.	n.s.
Atp1a3	n.s.	n.s.
Atp1b1	n.s.	n.s.
Atp1b2	n.s.	Up
Atp1b3	n.s.	n.s.
Atp23	n.s.	n.s.
Atp2a2	n.s.	n.s.
Atp2a3	n.s.	Up
Atp2b1	n.s.	n.s.
Atp2b2	n.s.	n.s.
Atp2b4	n.s.	n.s.
Atp2c1	n.s.	n.s.
Atp4a	n.s.	n.s.
Atp4b	n.s.	n.s.
Atp5a1	n.s.	n.s.
Atp5b	n.s.	n.s.
Atp5c1	n.s.	n.s.
Atp5d	n.s.	n.s.
Atp5e	n.s.	n.s.
Atp5f1	n.s.	n.s.
Atp5g1	n.s.	n.s.
Atp5g2	n.s.	n.s.
Atp5g3	n.s.	n.s.
Atp5h	n.s.	n.s.
Atp5j	n.s.	n.s.
Atp5j2	n.s.	n.s.
Atp5k	n.s.	n.s.
Atp5l	n.s.	n.s.
Atp5o	n.s.	n.s.
Atp5s	n.s.	n.s.
Atp6ap1	n.s.	n.s.
Atp6ap1l	n.s.	n.s.
Atp6ap2	n.s.	n.s.
Atp6v0a1	n.s.	n.s.
Atp6v0a2	n.s.	n.s.
Atp6v0a4	n.s.	n.s.
Atp6v0b	n.s.	n.s.
Atp6v0c	n.s.	n.s.
Atp6v0d1	n.s.	n.s.
Atp6v0e	n.s.	n.s.
Atp6v0e2	n.s.	n.s.
Atp6v1a	n.s.	n.s.
Atp6v1b2	n.s.	n.s.
Atp6v1c1	n.s.	n.s.
Atp6v1d	n.s.	n.s.
Atp6v1e1	n.s.	n.s.
Atp6v1f	n.s.	n.s.
Atp6v1g1	n.s.	n.s.
Atp6v1g2	n.s.	n.s.
Atp6v1g3	n.s.	n.s.
Atp6v1h	n.s.	n.s.
Atp7a	n.s.	n.s.
Atp7b	n.s.	n.s.
Atp8a1	n.s.	n.s.
Atp8a2,LOC108168164	Down	Down
Atp8b1	n.s.	n.s.
Atp8b2	n.s.	n.s.
Atp8b4	n.s.	n.s.
Atp9a	n.s.	n.s.
Atp9b	n.s.	n.s.
Atpaf1	n.s.	n.s.
Atpaf2	n.s.	n.s.
Atpif1	n.s.	n.s.
Atr	n.s.	n.s.
Atraid	n.s.	n.s.
Atrip	n.s.	n.s.
Atrn	n.s.	n.s.
Atrnl1	n.s.	n.s.
Atrx	n.s.	n.s.
Atxn1	n.s.	n.s.
Atxn10	n.s.	n.s.
Atxn1l	n.s.	n.s.
Atxn2	n.s.	n.s.
Atxn2l	n.s.	n.s.
Atxn3	n.s.	n.s.
Atxn7	n.s.	n.s.
Atxn7l1	n.s.	n.s.
Atxn7l1os2	n.s.	n.s.
Atxn7l2	n.s.	n.s.
Atxn7l3	n.s.	n.s.
Atxn7l3b	n.s.	n.s.
AU019823	n.s.	n.s.
AU021092	n.s.	n.s.
AU022252	n.s.	n.s.
AU040320	n.s.	n.s.
AU040972	n.s.	n.s.
AU041133	n.s.	n.s.
Auh	n.s.	n.s.
Aunip	n.s.	n.s.
Aup1	n.s.	n.s.
Aurka	n.s.	n.s.
Aurkaip1	n.s.	n.s.
Aurkb	n.s.	n.s.
Auts2	n.s.	n.s.
Aven	n.s.	n.s.
Avil	n.s.	n.s.
Avl9	n.s.	n.s.
Avpi1	n.s.	n.s.
Avpr1a	n.s.	n.s.
AW112010	n.s.	n.s.
AW146154	n.s.	n.s.
AW209491	n.s.	n.s.
AW549542	n.s.	n.s.
AW549877	n.s.	n.s.
AW551984	n.s.	n.s.
AW554918	n.s.	n.s.
Awat2	n.s.	n.s.
Axin1	n.s.	n.s.
Axin2	n.s.	n.s.
Axl	n.s.	n.s.
Azi2	n.s.	n.s.
Azin1	n.s.	n.s.
Azin2	n.s.	n.s.
B130024G19Rik	n.s.	n.s.
B130034C11Rik	n.s.	n.s.
B230118H07Rik	n.s.	n.s.
B230206L02Rik	n.s.	n.s.
B230208H11Rik	n.s.	n.s.
B230216N24Rik	n.s.	n.s.
B230217C12Rik	n.s.	n.s.
B230217O12Rik	n.s.	n.s.
B230219D22Rik	n.s.	n.s.
B230319C09Rik	n.s.	n.s.
B230354K17Rik	n.s.	n.s.
B2m	n.s.	n.s.
B3galnt1	n.s.	n.s.
B3galnt2	n.s.	n.s.
B3galt1	n.s.	n.s.
B3galt2	n.s.	n.s.
B3galt4	n.s.	n.s.
B3galt5	n.s.	n.s.
B3galt6	n.s.	n.s.
B3gat1	n.s.	n.s.
B3gat3	n.s.	n.s.
B3glct	n.s.	n.s.
B3gnt2	n.s.	n.s.
B3gnt3	n.s.	n.s.
B3gnt5	n.s.	n.s.
B3gnt8	n.s.	n.s.
B3gnt9	n.s.	n.s.
B3gntl1	n.s.	n.s.
B430010I23Rik	n.s.	n.s.
B430212C06Rik	n.s.	n.s.
B430306N03Rik	n.s.	n.s.
B4galnt1	n.s.	n.s.
B4galnt2	n.s.	n.s.
B4galnt3	n.s.	n.s.
B4galt1	n.s.	n.s.
B4galt2	n.s.	n.s.
B4galt3	n.s.	n.s.
B4galt4	n.s.	n.s.
B4galt5	n.s.	n.s.
B4galt6	n.s.	n.s.
B4galt7	n.s.	n.s.
B4gat1	n.s.	n.s.
B630019K06Rik	n.s.	n.s.
B9d1	n.s.	n.s.
B9d2	n.s.	n.s.
Babam1	n.s.	n.s.
Babam2	n.s.	n.s.
Bace1	n.s.	n.s.
Bace2	n.s.	n.s.
Bach1	n.s.	n.s.
Bach2	n.s.	n.s.
Bach2os	n.s.	n.s.
Bad	n.s.	n.s.
Bag1	n.s.	n.s.
Bag2	n.s.	n.s.
Bag3	n.s.	n.s.
Bag4	n.s.	n.s.
Bag5	n.s.	n.s.
Bag6	n.s.	n.s.
Bahcc1	n.s.	n.s.
Bahd1	n.s.	n.s.
Baiap2	n.s.	n.s.
Baiap2l1	n.s.	n.s.
Baiap2l2	n.s.	n.s.
Baiap3	n.s.	n.s.
Bak1	n.s.	n.s.
Bambi	n.s.	n.s.
Banf1	n.s.	n.s.
Bank1	n.s.	n.s.
Banp	n.s.	n.s.
Bap1	n.s.	n.s.
Bard1	n.s.	n.s.
Barhl1	n.s.	n.s.
Barx1	n.s.	n.s.
Barx2	n.s.	n.s.
Basp1	n.s.	n.s.
Batf	n.s.	n.s.
Batf2	n.s.	n.s.
Batf3	n.s.	n.s.
Bax	n.s.	n.s.
Baz1a	n.s.	n.s.
Baz1b	n.s.	n.s.
Baz2a	n.s.	n.s.
Baz2b	n.s.	n.s.
Bbc3	n.s.	n.s.
Bbip1	n.s.	n.s.
Bbof1	n.s.	n.s.
Bbs1	n.s.	n.s.
Bbs10	n.s.	n.s.
Bbs12	n.s.	n.s.
